Invoice ID;Branch;City;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;cogs;gross margin percentage;gross income;Rating
743-04-1105;B;Mandalay;Member;Male;Health and beauty;9722;9;43749;918729;30/03/2019;14:43:00;Ewallet;87498;4761904762;43749;6
766-85-7061;B;Mandalay;Normal;Male;Health and beauty;8787;10;43935;922635;29/03/2019;10:25:00;Ewallet;8787;4761904762;43935;51
347-34-2234;B;Mandalay;Member;Female;Sports and travel;5507;9;247815;5204115;02/03/2019;13:40:00;Ewallet;49563;4761904762;247815;10
616-24-2851;B;Mandalay;Member;Female;Fashion accessories;1787;4;3574;75054;22/03/2019;14:42:00;Ewallet;7148;4761904762;3574;65
139-32-4183;A;Yangon;Member;Female;Sports and travel;9748;9;43866;921186;14/03/2019;14:19:00;Ewallet;87732;4761904762;43866;74
186-71-5196;A;Yangon;Member;Female;Food and beverages;7954;2;7954;167034;27/03/2019;16:30:00;Ewallet;15908;4761904762;7954;62
884-80-6021;A;Yangon;Member;Female;Electronic accessories;7347;10;36735;771435;23/03/2019;13:14:00;Ewallet;7347;4761904762;36735;95
291-55-6563;A;Yangon;Member;Female;Home and lifestyle;3442;6;10326;216846;30/03/2019;12:45:00;Ewallet;20652;4761904762;10326;75
587-73-4862;A;Yangon;Member;Female;Health and beauty;1069;5;26725;561225;26/03/2019;11:07:00;Ewallet;5345;4761904762;26725;76
156-95-3964;A;Yangon;Normal;Female;Food and beverages;5539;4;11078;232638;25/03/2019;15:19:00;Ewallet;22156;4761904762;11078;8
857-16-3520;A;Yangon;Member;Female;Fashion accessories;7146;7;25011;525231;28/03/2019;16:06:00;Ewallet;50022;4761904762;25011;45
509-29-3912;A;Yangon;Member;Female;Sports and travel;3872;9;17424;365904;20/03/2019;12:24:00;Ewallet;34848;4761904762;17424;42
334-64-2006;A;Yangon;Member;Female;Home and lifestyle;7032;2;7032;147672;24/03/2019;14:22:00;Ewallet;14064;4761904762;7032;96
218-59-9410;A;Yangon;Member;Female;Home and lifestyle;7242;3;10863;228123;29/03/2019;16:54:00;Ewallet;21726;4761904762;10863;82
727-17-0390;A;Yangon;Normal;Female;Food and beverages;6361;5;159025;3339525;16/03/2019;12:43:00;Ewallet;31805;4761904762;159025;48
316-01-3952;A;Yangon;Normal;Female;Food and beverages;5427;5;135675;2849175;13/03/2019;14:16:00;Ewallet;27135;4761904762;135675;46
512-98-1403;A;Yangon;Member;Female;Electronic accessories;2648;3;3972;83412;21/03/2019;10:40:00;Ewallet;7944;4761904762;3972;47
850-41-9669;A;Yangon;Normal;Female;Electronic accessories;7506;9;33777;709317;19/03/2019;13:25:00;Ewallet;67554;4761904762;33777;62
749-24-1565;A;Yangon;Normal;Female;Health and beauty;2303;9;103635;2176335;01/03/2019;12:02:00;Ewallet;20727;4761904762;103635;79
856-22-8149;A;Yangon;Normal;Female;Home and lifestyle;2529;1;12645;265545;23/03/2019;10:13:00;Ewallet;2529;4761904762;12645;61
880-46-5796;A;Yangon;Member;Male;Sports and travel;7692;10;3846;80766;17/03/2019;19:53:00;Ewallet;7692;4761904762;3846;56
443-59-0061;A;Yangon;Member;Male;Food and beverages;6745;10;33725;708225;02/03/2019;11:25:00;Ewallet;6745;4761904762;33725;42
760-90-2357;A;Yangon;Member;Male;Electronic accessories;7451;6;22353;469413;20/03/2019;15:08:00;Ewallet;44706;4761904762;22353;5
795-49-7276;A;Yangon;Normal;Male;Fashion accessories;3715;4;743;15603;23/03/2019;18:59:00;Ewallet;1486;4761904762;743;83
568-88-3448;A;Yangon;Normal;Male;Health and beauty;25;1;125;2625;03/03/2019;15:09:00;Ewallet;25;4761904762;125;55
472-15-9636;A;Yangon;Normal;Male;Home and lifestyle;5093;8;20372;427812;22/03/2019;19:36:00;Ewallet;40744;4761904762;20372;92
898-04-2717;A;Yangon;Normal;Male;Fashion accessories;764;9;3438;72198;19/03/2019;15:49:00;Ewallet;6876;4761904762;3438;75
411-77-0180;A;Yangon;Member;Male;Electronic accessories;722;7;2527;53067;26/03/2019;20:14:00;Ewallet;5054;4761904762;2527;43
851-28-6367;A;Yangon;Member;Male;Sports and travel;155;10;775;16275;23/03/2019;10:55:00;Ewallet;155;4761904762;775;8
407-63-8975;A;Yangon;Normal;Male;Food and beverages;7388;6;22164;465444;23/03/2019;19:16:00;Ewallet;44328;4761904762;22164;44
827-26-2100;A;Yangon;Member;Male;Home and lifestyle;3384;9;15228;319788;21/03/2019;16:21:00;Ewallet;30456;4761904762;15228;88
249-42-3782;A;Yangon;Normal;Male;Health and beauty;7001;5;175025;3675525;01/03/2019;11:36:00;Ewallet;35005;4761904762;175025;55
575-30-8091;A;Yangon;Normal;Male;Sports and travel;725;8;29;609;16/03/2019;19:25:00;Ewallet;580;4761904762;29;92
865-92-6136;A;Yangon;Normal;Male;Food and beverages;5275;3;79125;1661625;23/03/2019;10:16:00;Ewallet;15825;4761904762;79125;93
