Invoice ID;Branch;City;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;cogs;gross margin percentage;gross income;Rating
186-09-3669;C;Naypyitaw;Member;Female;Health and beauty;8151;1;40755;855855;22/01/2019;10:57:00;Ewallet;8151;4761904762;40755;92
372-26-1506;C;Naypyitaw;Normal;Female;Fashion accessories;2382;5;5955;125055;28/01/2019;19:24:00;Ewallet;1191;4761904762;5955;54
394-41-0748;C;Naypyitaw;Member;Female;Fashion accessories;5407;9;243315;5109615;27/01/2019;14:55:00;Ewallet;48663;4761904762;243315;95
153-58-4872;C;Naypyitaw;Member;Female;Food and beverages;7489;4;14978;314538;03/01/2019;15:32:00;Ewallet;29956;4761904762;14978;42
416-13-5917;C;Naypyitaw;Normal;Female;Food and beverages;9703;5;242575;5094075;30/01/2019;16:24:00;Ewallet;48515;4761904762;242575;93
583-72-1480;C;Naypyitaw;Member;Male;Electronic accessories;3706;4;7412;155652;31/01/2019;16:24:00;Ewallet;14824;4761904762;7412;97
824-88-3614;C;Naypyitaw;Normal;Male;Health and beauty;3431;8;13724;288204;25/01/2019;15:00:00;Ewallet;27448;4761904762;13724;57
342-65-4817;C;Naypyitaw;Member;Male;Health and beauty;868;3;1302;27342;28/01/2019;16:47:00;Ewallet;2604;4761904762;1302;99
423-80-0988;C;Naypyitaw;Normal;Male;Sports and travel;764;2;764;16044;30/01/2019;19:42:00;Ewallet;1528;4761904762;764;65
225-32-0908;C;Naypyitaw;Normal;Female;Sports and travel;4486;10;2243;47103;26/01/2019;19:54:00;Ewallet;4486;4761904762;2243;82
480-63-2856;C;Naypyitaw;Normal;Male;Food and beverages;1925;8;77;1617;23/01/2019;18:37:00;Ewallet;154;4761904762;77;66
602-16-6955;B;Mandalay;Normal;Female;Sports and travel;766;10;383;8043;24/01/2019;18:10:00;Ewallet;766;4761904762;383;6
761-49-0439;B;Mandalay;Member;Female;Electronic accessories;121;8;484;10164;19/01/2019;10:17:00;Ewallet;968;4761904762;484;86
457-94-0464;B;Mandalay;Member;Male;Electronic accessories;8787;9;395415;8303715;31/01/2019;20:32:00;Ewallet;79083;4761904762;395415;56
775-72-1988;B;Mandalay;Normal;Male;Home and lifestyle;7328;5;1832;38472;24/01/2019;15:05:00;Ewallet;3664;4761904762;1832;84
238-45-6950;B;Mandalay;Member;Male;Food and beverages;5372;1;2686;56406;03/01/2019;20:03:00;Ewallet;5372;4761904762;2686;64
438-23-1242;B;Mandalay;Normal;Male;Electronic accessories;7588;7;26558;557718;24/01/2019;10:38:00;Ewallet;53116;4761904762;26558;89
834-45-5519;B;Mandalay;Normal;Female;Electronic accessories;43;4;86;1806;31/01/2019;20:48:00;Ewallet;172;4761904762;86;76
510-79-0415;B;Mandalay;Member;Female;Sports and travel;2308;6;6924;145404;24/01/2019;19:20:00;Ewallet;13848;4761904762;6924;49
369-82-2676;B;Mandalay;Normal;Male;Electronic accessories;7566;5;18915;397215;15/01/2019;18:22:00;Ewallet;3783;4761904762;18915;78
349-97-8902;B;Mandalay;Member;Male;Food and beverages;5789;2;5789;121569;17/01/2019;10:37:00;Ewallet;11578;4761904762;5789;89
375-72-3056;B;Mandalay;Normal;Male;Sports and travel;6306;3;9459;198639;19/01/2019;15:58:00;Ewallet;18918;4761904762;9459;7
207-73-1363;B;Mandalay;Normal;Male;Health and beauty;6951;2;6951;145971;03/01/2019;12:15:00;Ewallet;13902;4761904762;6951;81
339-96-8318;B;Mandalay;Member;Male;Fashion accessories;8131;7;284585;5976285;03/01/2019;19:49:00;Ewallet;56917;4761904762;284585;63
134-54-4720;B;Mandalay;Normal;Female;Electronic accessories;4242;8;16968;356328;30/01/2019;13:58:00;Ewallet;33936;4761904762;16968;57
339-38-9982;B;Mandalay;Member;Male;Fashion accessories;5986;2;5986;125706;13/01/2019;14:55:00;Ewallet;11972;4761904762;5986;67
268-03-6164;B;Mandalay;Normal;Male;Health and beauty;9611;1;48055;1009155;25/01/2019;16:28:00;Ewallet;9611;4761904762;48055;78
569-71-4390;B;Mandalay;Normal;Male;Sports and travel;2187;2;2187;45927;25/01/2019;14:29:00;Ewallet;4374;4761904762;2187;69
453-63-6187;B;Mandalay;Normal;Male;Electronic accessories;275;3;4125;86625;03/01/2019;15:40:00;Ewallet;825;4761904762;4125;65
836-82-5858;B;Mandalay;Member;Male;Health and beauty;6937;9;312165;6555465;26/01/2019;19:14:00;Ewallet;62433;4761904762;312165;4
239-36-3640;B;Mandalay;Normal;Male;Electronic accessories;4535;6;13605;285705;31/01/2019;13:44:00;Ewallet;2721;4761904762;13605;61
641-43-2399;B;Mandalay;Normal;Male;Home and lifestyle;2555;4;511;10731;26/01/2019;20:23:00;Ewallet;1022;4761904762;511;57
437-58-8131;B;Mandalay;Normal;Female;Fashion accessories;7352;2;7352;154392;15/01/2019;13:41:00;Ewallet;14704;4761904762;7352;46
414-12-7047;B;Mandalay;Normal;Male;Food and beverages;1979;8;7916;166236;18/01/2019;12:04:00;Ewallet;15832;4761904762;7916;87
378-24-2715;B;Mandalay;Normal;Male;Home and lifestyle;5344;2;5344;112224;20/01/2019;20:38:00;Ewallet;10688;4761904762;5344;41
659-65-8956;B;Mandalay;Member;Male;Fashion accessories;5136;1;2568;53928;16/01/2019;15:26:00;Ewallet;5136;4761904762;2568;52
847-38-7188;B;Mandalay;Normal;Female;Food and beverages;9668;3;14502;304542;26/01/2019;19:56:00;Ewallet;29004;4761904762;14502;64
280-35-5823;B;Mandalay;Member;Female;Home and lifestyle;8672;1;4336;91056;17/01/2019;18:45:00;Ewallet;8672;4761904762;4336;79
809-69-9497;A;Yangon;Normal;Female;Home and lifestyle;4568;10;2284;47964;19/01/2019;19:30:00;Ewallet;4568;4761904762;2284;57
160-22-2687;A;Yangon;Member;Female;Health and beauty;9595;5;239875;5037375;23/01/2019;14:21:00;Ewallet;47975;4761904762;239875;88
410-67-1709;A;Yangon;Member;Female;Fashion accessories;6388;8;25552;536592;20/01/2019;17:48:00;Ewallet;51104;4761904762;25552;99
182-52-7000;A;Yangon;Member;Female;Sports and travel;2704;4;5408;113568;01/01/2019;20:26:00;Ewallet;10816;4761904762;5408;69
562-12-5430;A;Yangon;Member;Female;Fashion accessories;8815;3;132225;2776725;18/01/2019;10:11:00;Ewallet;26445;4761904762;132225;79
595-27-4851;A;Yangon;Normal;Female;Fashion accessories;5428;7;18998;398958;27/01/2019;18:05:00;Ewallet;37996;4761904762;18998;93
459-50-7686;A;Yangon;Normal;Female;Electronic accessories;2346;6;7038;147798;13/01/2019;19:14:00;Ewallet;14076;4761904762;7038;64
726-27-2396;A;Yangon;Normal;Female;Health and beauty;775;5;19375;406875;24/01/2019;20:36:00;Ewallet;3875;4761904762;19375;43
667-23-5919;A;Yangon;Member;Female;Fashion accessories;967;5;24175;507675;14/01/2019;12:52:00;Ewallet;4835;4761904762;24175;7
645-78-8093;A;Yangon;Normal;Female;Sports and travel;9314;2;9314;195594;20/01/2019;18:09:00;Ewallet;18628;4761904762;9314;41
239-10-7476;A;Yangon;Normal;Female;Home and lifestyle;7795;6;23385;491085;21/01/2019;16:37:00;Ewallet;4677;4761904762;23385;8
272-65-1806;A;Yangon;Normal;Female;Electronic accessories;6088;9;27396;575316;15/01/2019;17:17:00;Ewallet;54792;4761904762;27396;47
522-57-8364;A;Yangon;Member;Male;Fashion accessories;5134;8;20536;431256;31/01/2019;10:00:00;Ewallet;41072;4761904762;20536;76
585-90-0249;A;Yangon;Member;Male;Electronic accessories;7326;1;3663;76923;27/01/2019;18:08:00;Ewallet;7326;4761904762;3663;97
832-51-6761;A;Yangon;Normal;Male;Food and beverages;3388;8;13552;284592;19/01/2019;20:29:00;Ewallet;27104;4761904762;13552;96
497-37-6538;A;Yangon;Normal;Male;Sports and travel;5891;7;206185;4329885;17/01/2019;15:15:00;Ewallet;41237;4761904762;206185;97
445-30-9252;A;Yangon;Normal;Male;Sports and travel;257;3;3855;80955;17/01/2019;17:59:00;Ewallet;771;4761904762;3855;61
588-47-8641;A;Yangon;Member;Male;Fashion accessories;5604;10;2802;58842;14/01/2019;19:30:00;Ewallet;5604;4761904762;2802;44
706-36-6154;A;Yangon;Member;Male;Home and lifestyle;1936;9;8712;182952;18/01/2019;18:43:00;Ewallet;17424;4761904762;8712;87
856-66-2701;A;Yangon;Member;Male;Home and lifestyle;533;3;7995;167895;25/01/2019;14:19:00;Ewallet;1599;4761904762;7995;75
318-12-0304;A;Yangon;Normal;Male;Fashion accessories;3061;1;15305;321405;23/01/2019;12:20:00;Ewallet;3061;4761904762;15305;52
460-35-4390;A;Yangon;Normal;Male;Home and lifestyle;3068;3;4602;96642;22/01/2019;11:00:00;Ewallet;9204;4761904762;4602;91
220-28-1851;A;Yangon;Normal;Male;Home and lifestyle;3473;2;3473;72933;03/01/2019;18:14:00;Ewallet;6946;4761904762;3473;97
726-29-6793;A;Yangon;Member;Male;Electronic accessories;2418;8;9672;203112;28/01/2019;20:54:00;Ewallet;19344;4761904762;9672;98
575-67-1508;A;Yangon;Normal;Male;Electronic accessories;386;1;193;4053;29/01/2019;11:26:00;Ewallet;386;4761904762;193;67
604-70-6476;A;Yangon;Member;Male;Fashion accessories;1794;5;4485;94185;23/01/2019;14:04:00;Ewallet;897;4761904762;4485;68
888-02-0338;A;Yangon;Normal;Male;Electronic accessories;2623;9;118035;2478735;25/01/2019;20:24:00;Ewallet;23607;4761904762;118035;59
645-44-1170;A;Yangon;Member;Male;Home and lifestyle;5807;9;261315;5487615;19/01/2019;20:07:00;Ewallet;52263;4761904762;261315;43
287-21-9091;A;Yangon;Normal;Male;Home and lifestyle;7467;9;336015;7056315;22/01/2019;10:55:00;Ewallet;67203;4761904762;336015;94
123-19-1176;A;Yangon;Member;Male;Health and beauty;5822;8;23288;489048;27/01/2019;20:33:00;Ewallet;46576;4761904762;23288;84
